,model,prompt_method,sample_size,n_samples,KL Divergence,Wasserstein,MMD
612,mixtral:8x22b,least_to_most,rs_size_150,293,36.83568018958302,0.3196883859997322,0.617551442387624
635,mixtral:8x22b,self_consistency,rs_size_100,275,36.85051496122044,0.13208943680123528,0.12040653467472828
194,gpt-3.5-turbo-0125,chain_of_thought,rs_size_10,156,36.8652990522748,0.19996333572253272,0.049731656466926344
633,mixtral:8x22b,reverse_prompting,rs_size_50,133,36.87103044870788,0.14613691243972604,0.04510342484385754
627,mixtral:8x22b,rephrase_and_respond,rs_size_50,323,36.88464711249156,0.0968412444012845,0.04866424598017183
308,gpt-4o,rephrase_and_respond,rs_size_25,375,36.89603856025009,0.08286705453018908,0.02690966089803326
196,gpt-3.5-turbo-0125,chain_of_thought,rs_size_150,148,36.914829702717874,0.2306693290067913,0.2723043498688573
206,gpt-3.5-turbo-0125,directional_stimuli,rs_size_100,369,36.94754985937584,0.2078548181315763,0.2048545164850284
87,claude-3-sonnet-20240229,directional_stimuli,rs_size_25,375,36.983669600068986,0.21724253903437793,0.25993380301020164
568,mistral:7b,self_consistency,rs_size_150,69,36.99892073267364,1.3399378121410415,0.8605199517271973
444,llama3:8b,chain_of_thought,rs_size_10,206,37.024984286673075,0.23009538204014612,0.11284096403344956
570,mistral:7b,self_consistency,rs_size_5,116,37.071138240571,0.11840180238896784,0.05429147045268312
532,mistral:7b,directional_stimuli,rs_size_50,30,37.07542564526885,0.1283305073197694,0.04574162778302937
673,phi3:medium-128k,recursive_criticism_and_improvement,rs_size_10,272,37.12301689722898,0.2540836287653561,0.19403700048324424
617,mixtral:8x22b,recursive_criticism_and_improvement,rs_size_100,129,37.13558656771986,0.21194711487484302,0.17777820622792828
205,gpt-3.5-turbo-0125,directional_stimuli,rs_size_10,366,37.142950343137926,0.11883677307390964,0.06036885667957259
247,gpt-3.5-turbo-0125,self_consistency,rs_size_100,348,37.152901711430474,0.0658668123968109,0.019388908930822346
499,llama3:8b,self_consistency,rs_size_100,278,37.15750757754483,0.22174530455373015,0.12290868238316754
445,llama3:8b,chain_of_thought,rs_size_100,187,37.159318173255144,0.2773545157594367,0.2165000170122815
652,phi3:medium-128k,chain_of_thought,rs_size_10,135,37.173139140129656,0.16920288725818106,0.0802575748868537
306,gpt-4o,rephrase_and_respond,rs_size_100,375,37.204894989544954,0.10079484874593041,0.05646288993477544
588,mixtral:8x22b,chain_of_verification,rs_size_150,300,37.25164580536891,0.36105267400754826,0.7317673530281729
451,llama3:8b,chain_of_verification,rs_size_100,148,37.255454726950454,0.2174255343341191,0.20025498674390096
598,mixtral:8x22b,emotion_prompt,rs_size_10,327,37.26829101052192,0.29916096590764213,0.2068208766745253
574,mistral:7b,skeleton_of_thought,rs_size_5,79,37.27368053062059,0.14971147334864662,0.12483210868510564
49,claude-3-5-sonnet-20240620,reverse_prompting,rs_size_100,375,37.29974711653869,0.1447162015138462,0.1750480963714891
636,mixtral:8x22b,self_consistency,rs_size_150,354,37.31499855802606,0.47745730587344226,0.8173173079300022
132,claude-3-sonnet-20240229,skeleton_of_thought,rs_size_10,250,37.323239433601344,0.1482242986961719,0.09039219182994018
616,mixtral:8x22b,recursive_criticism_and_improvement,rs_size_10,306,37.348700194685726,0.21680340579578955,0.12681217729264138
634,mixtral:8x22b,self_consistency,rs_size_10,295,37.34947127186928,0.11151728562944618,0.04972186243210053
606,mixtral:8x22b,generated_knowledge,rs_size_150,318,37.35621336620861,0.3098300536326506,0.5361548725149984
592,mixtral:8x22b,directional_stimuli,rs_size_10,345,37.36999967650699,0.2551826821998708,0.14023471807897647
618,mixtral:8x22b,recursive_criticism_and_improvement,rs_size_150,292,37.398873669643336,0.5238132653537574,0.1902048744251983
173,gemma:7b,rephrase_and_respond,rs_size_10,13,37.405992229607826,0.09658789045920277,0.04212520162436095
146,gemma:7b,chain_of_thought,rs_size_5,16,37.41640528989089,0.6938958489581236,0.8188397826326631
431,llama3:70b,self_consistency,rs_size_5,32,37.41642576042815,0.07607659666519458,0.02609495452271826
581,mixtral:8x22b,chain_of_thought,rs_size_100,171,37.419084636445426,0.8009222780193568,0.49276610584487235
260,gpt-3.5-turbo-0125,step_back_prompting,rs_size_150,369,37.46074297209674,0.14464809302413822,0.12656647794428633
160,gemma:7b,generated_knowledge,rs_size_100,131,37.470671994617014,0.11800739715105259,0.08858173137624581
392,llama3:70b,emotion_prompt,rs_size_100,371,37.47850379329998,0.23315282272287347,0.14875276375911484
629,mixtral:8x22b,reverse_prompting,rs_size_100,100,37.50358355737599,0.19833518463384733,0.13837277197796038
586,mixtral:8x22b,chain_of_verification,rs_size_10,176,37.51074136428428,0.25603462915742053,0.10954996301342512
565,mistral:7b,reverse_prompting,rs_size_50,111,37.51377530969944,0.15566355594850198,0.05592230517573915
469,llama3:8b,generated_knowledge,rs_size_100,335,37.52356832353111,0.21758696424968424,0.1261957715021116
686,phi3:medium-128k,self_consistency,rs_size_50,62,37.52561711120668,0.06571442464227452,0.015265918265749301
98,claude-3-sonnet-20240229,generated_knowledge,rs_size_150,375,37.54070862492716,0.13774265486619758,0.08988755172142038
282,gpt-4o,emotion_prompt,rs_size_100,375,37.55383026457061,0.146034588068561,0.11469852597840302
43,claude-3-5-sonnet-20240620,rephrase_and_respond,rs_size_100,375,37.583642296182596,0.17648927395379024,0.2026648099209658
558,mistral:7b,rephrase_and_respond,rs_size_25,92,37.586066657397396,0.27293863113871986,0.07808854366113183
248,gpt-3.5-turbo-0125,self_consistency,rs_size_150,365,37.60007455908658,0.1393430195179484,0.10396719314649072
31,claude-3-5-sonnet-20240620,least_to_most,rs_size_100,375,37.61194218395472,0.14183498496200553,0.1413483040272434
646,mixtral:8x22b,step_back_prompting,rs_size_10,315,37.64297315725537,0.13065293177088416,0.07471944280145393
58,claude-3-5-sonnet-20240620,self_consistency,rs_size_5,375,37.653031746123894,0.05420678790548073,0.012603177230372298
398,llama3:70b,generated_knowledge,rs_size_100,369,37.65540264059144,0.13305341573557294,0.101447424352477
587,mixtral:8x22b,chain_of_verification,rs_size_100,102,37.66621262954327,0.4418851712440154,0.5445165973581849
16,claude-3-5-sonnet-20240620,directional_stimuli,rs_size_5,375,37.72452680092584,0.08605074637378822,0.03860773715109089
428,llama3:70b,self_consistency,rs_size_100,174,37.76963304967015,0.13564038353778807,0.102809772677805
375,llama3:70b,chain_of_thought,rs_size_100,189,37.77756709240005,0.14907992752884522,0.1490206937508185
183,gemma:7b,self_consistency,rs_size_150,179,37.80827662838218,0.06128334087846653,0.012249896380329472
456,llama3:8b,directional_stimuli,rs_size_10,195,37.8238369046731,0.17129295677402573,0.05949681878813351
561,mistral:7b,reverse_prompting,rs_size_10,43,37.84683220761885,0.1295579310212476,0.04849888505263
690,phi3:medium-128k,skeleton_of_thought,rs_size_50,298,37.86100280156614,0.07926558955624897,0.007235364310007819
536,mistral:7b,emotion_prompt,rs_size_25,74,37.86153657783003,0.0923606820382225,0.04552949453471089
443,llama3:70b,step_back_prompting,rs_size_50,39,37.86716769391872,0.1333877359601843,0.07216955931383895
246,gpt-3.5-turbo-0125,self_consistency,rs_size_10,362,37.88591425264613,0.05870724735401175,0.015150441027242945
79,claude-3-sonnet-20240229,chain_of_verification,rs_size_100,375,37.89543145800538,0.08225538451914395,0.04568909646489838
582,mixtral:8x22b,chain_of_thought,rs_size_150,334,37.90172053305488,0.3769685903461201,0.6049387396375075
48,claude-3-5-sonnet-20240620,reverse_prompting,rs_size_10,374,37.93116926439762,0.05565466584773256,0.01641306803018172
455,llama3:8b,chain_of_verification,rs_size_50,110,37.93349059892007,0.1871980090328486,0.06767316859531336
541,mistral:7b,generated_knowledge,rs_size_25,73,37.94400861820062,0.2571094344487351,0.03297461340411467
7,claude-3-5-sonnet-20240620,chain_of_verification,rs_size_100,375,37.95359689483121,0.1361849631460688,0.13357106726319845
552,mistral:7b,recursive_criticism_and_improvement,rs_size_150,22,37.99221547809392,0.11608265743061179,0.041630827240493495
439,llama3:70b,step_back_prompting,rs_size_100,95,38.02735170231734,0.13283943870513718,0.11829863141194186
681,phi3:medium-128k,reverse_prompting,rs_size_25,50,38.03238896595652,0.06656063507647429,0.018212932761178857
526,mistral:7b,chain_of_verification,rs_size_5,42,38.03539774800123,0.43188210645568975,0.32697726713576547
434,llama3:70b,skeleton_of_thought,rs_size_100,224,38.03943545397252,0.157125071846917,0.1362683991318483
539,mistral:7b,generated_knowledge,rs_size_10,38,38.0434090246976,0.11172272980853205,0.07728475622845843
569,mistral:7b,self_consistency,rs_size_25,47,38.09346953258286,0.09993120696224081,0.020498360372837032
158,gemma:7b,emotion_prompt,rs_size_5,19,38.10481190620554,0.9701655153626348,0.9870096811606719
426,llama3:70b,reverse_prompting,rs_size_50,34,38.1224451622586,0.19990168209397766,0.03539416057268063
242,gpt-3.5-turbo-0125,reverse_prompting,rs_size_150,346,38.12578615278745,0.14538006665852476,0.09435063723165804
589,mixtral:8x22b,chain_of_verification,rs_size_25,78,38.16546040728126,0.08115453899607351,0.026716171865452276
187,gemma:7b,skeleton_of_thought,rs_size_150,46,38.23543148088794,0.24657074544962082,0.37579814452648364
199,gpt-3.5-turbo-0125,chain_of_verification,rs_size_10,82,38.239369362755674,0.24978248385242793,0.05697683431848444
575,mistral:7b,skeleton_of_thought,rs_size_50,34,38.24476525293798,0.07761422030466456,0.04056089908573446
1,claude-3-5-sonnet-20240620,chain_of_thought,rs_size_100,375,38.25518331398184,0.098057495255812,0.05815033108244849
343,llama2:13b,emotion_prompt,rs_size_10,203,38.25956024902898,0.07933681873295191,0.02575323579611455
557,mistral:7b,rephrase_and_respond,rs_size_150,105,38.28566022310815,0.32261470812518794,0.09231647818081834
577,mistral:7b,step_back_prompting,rs_size_25,27,38.31219545730117,0.15131202433786387,0.031497610559532374
318,gpt-4o,self_consistency,rs_size_100,326,38.326125650487384,0.11373990277795665,0.09229969770259916
540,mistral:7b,generated_knowledge,rs_size_150,34,38.35709128264475,2.2228080477588605,1.0346685760586056
548,mistral:7b,least_to_most,rs_size_5,25,38.389156498418366,0.2812592671615533,0.23155960838587464
517,mistral:7b,chain_of_thought,rs_size_100,25,38.38915649844421,0.2309025244344893,0.32244477910618774
530,mistral:7b,directional_stimuli,rs_size_25,26,38.40325479918017,0.08188959713914258,0.024016131628274984
340,llama2:13b,chain_of_verification,rs_size_5,105,38.407783625971895,0.5283394904089109,0.42377190131209264
25,claude-3-5-sonnet-20240620,generated_knowledge,rs_size_100,375,38.408413753346586,0.10776401229897338,0.07670397732693979
413,llama3:70b,recursive_criticism_and_improvement,rs_size_5,109,38.425307931850355,0.12906867047561293,0.08237921623214128
410,llama3:70b,recursive_criticism_and_improvement,rs_size_100,104,38.43595538168904,0.06612044012464656,0.023875727968771354
385,llama3:70b,directional_stimuli,rs_size_10,85,38.440808942564715,0.21693639132704626,0.1789628038367126
372,llama2:13b,step_back_prompting,rs_size_5,75,38.46173237653136,0.4831665244162152,0.3640747930277536
494,llama3:8b,reverse_prompting,rs_size_150,23,38.472538107383265,1.551502878810141,0.9875223222619247
152,gemma:7b,directional_stimuli,rs_size_100,23,38.47253810738328,0.2250313336049626,0.4243805604912635
164,gemma:7b,least_to_most,rs_size_100,26,38.476698741675705,0.17523005370820469,0.261456543825511
422,llama3:70b,reverse_prompting,rs_size_100,50,38.48472559370265,0.27300499067074485,0.17037880908187053
534,mistral:7b,emotion_prompt,rs_size_100,24,38.48774075801091,1.5148593815895643,0.9601451546623566
63,claude-3-5-sonnet-20240620,skeleton_of_thought,rs_size_25,375,38.49591407408676,0.06306917993228638,0.015153951973954305
384,llama3:70b,chain_of_verification,rs_size_50,100,38.5108072483693,0.10006085412161306,0.019967496030161014
545,mistral:7b,least_to_most,rs_size_100,22,38.516989869954116,0.1340198108281704,0.0914641718618372
178,gemma:7b,reverse_prompting,rs_size_100,97,38.52502714798399,0.12216626790158244,0.10204398969028405
525,mistral:7b,chain_of_verification,rs_size_25,23,38.53281177525805,0.08086728284335122,0.048040564762154236
655,phi3:medium-128k,chain_of_thought,rs_size_50,51,38.53542759934773,0.07965367248243542,0.010644663853296654
484,llama3:8b,recursive_criticism_and_improvement,rs_size_5,47,38.61716103102037,0.6129162770868766,0.5616447256286798
67,claude-3-5-sonnet-20240620,step_back_prompting,rs_size_100,375,38.624459357296786,0.07877633378917416,0.033191619812221074
404,llama3:70b,least_to_most,rs_size_100,53,38.64640382328177,0.13197779407882382,0.09695500768718635
527,mistral:7b,chain_of_verification,rs_size_50,19,38.66359334414597,0.16062563324335272,0.24736928399221814
339,llama2:13b,chain_of_verification,rs_size_25,85,38.66382497013177,0.10826693220340614,0.03340809847018056
156,gemma:7b,emotion_prompt,rs_size_100,23,38.67610903030166,0.2377909245625746,0.412585641886546
73,claude-3-sonnet-20240229,chain_of_thought,rs_size_100,325,38.71904647240381,0.10383312163520328,0.05032795986287364
127,claude-3-sonnet-20240229,self_consistency,rs_size_100,375,38.732734628182065,0.04154486299147268,0.004737664437755473
133,claude-3-sonnet-20240229,skeleton_of_thought,rs_size_100,325,38.73769785065581,0.07208785184715819,0.029361258904360366
553,mistral:7b,recursive_criticism_and_improvement,rs_size_25,17,38.77481897921159,2.6039040330825998,0.7615064319275262
174,gemma:7b,rephrase_and_respond,rs_size_100,17,38.77481897925621,0.21247715919493199,0.08316197019850313
551,mistral:7b,recursive_criticism_and_improvement,rs_size_100,20,38.8202442039264,0.3837612867073407,1.3232384908828734
479,llama3:8b,least_to_most,rs_size_50,20,38.88955892198242,0.09552079120751654,0.007356004665205251
162,gemma:7b,generated_knowledge,rs_size_5,28,38.89766538514601,0.6494951867725008,0.6096672198411985
61,claude-3-5-sonnet-20240620,skeleton_of_thought,rs_size_100,375,38.947893055869606,0.06695151350051796,0.02377611153038317
191,gemma:7b,step_back_prompting,rs_size_100,50,38.956607717818486,0.11161100941792003,0.09973933252234479
55,claude-3-5-sonnet-20240620,self_consistency,rs_size_100,375,38.95805738610234,0.05445279944127092,0.014532760892746133
563,mistral:7b,reverse_prompting,rs_size_25,16,39.04143340519785,0.07498046720466973,0.019141250404784982
368,llama2:13b,skeleton_of_thought,rs_size_25,89,39.04565740441304,0.08690802234112009,0.013169867349384967
52,claude-3-5-sonnet-20240620,reverse_prompting,rs_size_5,375,39.0573461801604,0.0669799033054713,0.021108844778321645
148,gemma:7b,chain_of_verification,rs_size_100,65,39.07363800961619,0.07294769068004252,0.023401805486284122
511,llama3:8b,step_back_prompting,rs_size_100,14,39.16701704528566,0.15820041252667424,0.18126254558362742
335,llama2:13b,chain_of_thought,rs_size_10,142,39.19379252802614,0.07850034247559988,0.02370784300759121
364,llama2:13b,reverse_prompting,rs_size_5,30,39.23798819345109,0.4209368979321147,0.318751711886471
124,claude-3-sonnet-20240229,reverse_prompting,rs_size_5,243,39.28930493730011,0.10764940107501475,0.022162203851445517
522,mistral:7b,chain_of_verification,rs_size_10,17,39.29487864454274,0.23303314578800233,0.022079247964092774
579,mistral:7b,step_back_prompting,rs_size_50,10,39.305447230318386,0.1387137504901276,0.12586504645456875
144,gemma:7b,chain_of_thought,rs_size_10,22,39.320718443340056,0.2608000647695597,0.08726225577853275
151,gemma:7b,directional_stimuli,rs_size_10,16,39.38800699547772,0.11825062300532511,0.06467134448089351
523,mistral:7b,chain_of_verification,rs_size_100,9,39.41080774597621,0.4931980164247461,0.33071631602975626
371,llama2:13b,step_back_prompting,rs_size_25,82,39.411770395292606,0.0555112213016809,0.008851116047068341
562,mistral:7b,reverse_prompting,rs_size_150,30,39.51755444797652,0.4056857935670472,0.6023685205043308
543,mistral:7b,generated_knowledge,rs_size_50,8,39.528590781536316,1.805681352235508,0.09966457133321516
695,phi3:mini-128k,chain_of_thought,rs_size_100,8,39.52859078163259,0.08073166866672213,0.02716092837060935
168,gemma:7b,recursive_criticism_and_improvement,rs_size_10,24,39.565092746580326,0.10524051133005015,0.06112167073308661
163,gemma:7b,least_to_most,rs_size_10,12,39.628827805878096,0.16782904718750383,0.13824504393679815
669,phi3:medium-128k,generated_knowledge,rs_size_50,7,39.66212217425711,0.7760789873228059,0.19304510704741595
97,claude-3-sonnet-20240229,generated_knowledge,rs_size_100,374,39.669255796480954,0.051327735755502424,0.008749778109840456
338,llama2:13b,chain_of_verification,rs_size_10,70,39.671394639093805,0.13850326636965568,0.07785918415833182
510,llama3:8b,step_back_prompting,rs_size_10,17,39.68262415822636,0.09948760932976808,0.04990299050382041
185,gemma:7b,self_consistency,rs_size_5,18,39.699995488803175,0.792840465774603,0.8312961869348393
357,llama2:13b,recursive_criticism_and_improvement,rs_size_50,10,39.7736603530308,0.1355481306844592,0.12586848627928227
711,phi3:mini-128k,rephrase_and_respond,rs_size_25,7,39.86016422584581,0.11283823514894145,0.09784052014533651
153,gemma:7b,directional_stimuli,rs_size_25,8,39.94057038988312,0.28119388669378365,0.1452306337611411
533,mistral:7b,emotion_prompt,rs_size_10,5,39.99859441087831,0.25146763573647724,0.24032374036334203
373,llama2:13b,step_back_prompting,rs_size_50,5,39.99859441087832,0.13377263926110614,0.0936528105079466
547,mistral:7b,least_to_most,rs_size_25,5,39.99859441087832,3.127823000435409,0.6654005938197762
181,gemma:7b,reverse_prompting,rs_size_50,5,39.99859441087833,0.07762066108923002,0.02330897410266841
175,gemma:7b,rephrase_and_respond,rs_size_25,12,40.01900540813835,0.06033065097883165,0.010309110355320783
179,gemma:7b,reverse_prompting,rs_size_25,6,40.047321914270825,0.06468894539287137,0.01321493244932781
149,gemma:7b,chain_of_verification,rs_size_25,6,40.04732191427101,0.07895318827611852,0.02136757431058678
350,llama2:13b,generated_knowledge,rs_size_50,6,40.047321914271016,0.16544215828270364,0.1473554711622267
177,gemma:7b,reverse_prompting,rs_size_10,10,40.05091922525477,0.14058804167078293,0.10336963200927252
176,gemma:7b,rephrase_and_respond,rs_size_5,27,40.19545700131312,0.8418019581339113,1.0662361465429766
180,gemma:7b,reverse_prompting,rs_size_5,11,40.218351131328546,0.8889882410892257,1.115033147019006
441,llama3:70b,step_back_prompting,rs_size_25,4,40.22173796219252,0.18477114126995736,0.18360392248382973
425,llama3:70b,reverse_prompting,rs_size_5,4,40.22173796219253,0.3999747110470374,0.91539488960379
154,gemma:7b,directional_stimuli,rs_size_5,15,40.24558483812034,0.9800663298450568,1.2348454673406342
193,gemma:7b,step_back_prompting,rs_size_5,18,40.30816259029928,0.8865646480077921,1.1268633671573278
186,gemma:7b,skeleton_of_thought,rs_size_10,10,40.32817809747875,0.08942319878193265,0.02457519522281193
170,gemma:7b,recursive_criticism_and_improvement,rs_size_150,3,40.50942003464431,1.2044224713536242,1.1697659142627619
529,mistral:7b,directional_stimuli,rs_size_100,3,40.50942003464431,0.0877629849609988,0.025183999580822736
700,phi3:mini-128k,directional_stimuli,rs_size_5,3,40.50942003464431,0.25746024370514825,0.178055592410159
341,llama2:13b,chain_of_verification,rs_size_50,3,40.50942003464431,0.1320947364930198,0.10479866945178395
702,phi3:mini-128k,emotion_prompt,rs_size_5,3,40.50942003464431,0.3726976942351626,0.4809154839453038
694,phi3:medium-128k,step_back_prompting,rs_size_50,3,40.50942003464431,0.7280184775046873,0.4125765099533256
169,gemma:7b,recursive_criticism_and_improvement,rs_size_100,3,40.509420034644315,0.20216589319012312,0.5190570688263414
361,llama2:13b,rephrase_and_respond,rs_size_50,3,40.509420034644315,0.11866515275351719,0.048552317347327234
172,gemma:7b,recursive_criticism_and_improvement,rs_size_5,22,40.511456889038165,1.1484922158334914,1.2446236745950543
166,gemma:7b,least_to_most,rs_size_5,13,40.51743284953289,1.0942034566237655,1.3449725937693926
150,gemma:7b,chain_of_verification,rs_size_5,15,40.545496915250915,1.0103912516572089,1.2757045022650733
189,gemma:7b,skeleton_of_thought,rs_size_5,7,40.65233243219984,0.9694777999521781,1.2078931087296438
165,gemma:7b,least_to_most,rs_size_25,8,40.70777627193856,0.08183372415163026,0.023115476053437556
698,phi3:mini-128k,chain_of_verification,rs_size_150,2,40.914885142752475,0.08575894488945941,0.018642094535553877
701,phi3:mini-128k,emotion_prompt,rs_size_150,2,40.914885142752475,1.1942453458855666,0.43515452441856906
713,phi3:mini-128k,reverse_prompting,rs_size_25,2,40.914885142752475,0.17508883184054017,0.23180504567970006
192,gemma:7b,step_back_prompting,rs_size_25,2,40.914885142752475,0.08939908355544064,0.026491076134607328
524,mistral:7b,chain_of_verification,rs_size_150,2,40.914885142752475,2.4352334224449987,1.4834314519628564
184,gemma:7b,self_consistency,rs_size_25,2,40.914885142752475,0.26143991211778805,0.3817064503108992
703,phi3:mini-128k,least_to_most,rs_size_150,2,40.91488514275248,0.37319111270764443,1.3375852457067614
171,gemma:7b,recursive_criticism_and_improvement,rs_size_25,9,40.924293417463666,0.07716405881748845,0.019773628872916893
190,gemma:7b,step_back_prompting,rs_size_10,5,40.935020656303166,0.14482311022083458,0.12402246935592087
706,phi3:mini-128k,recursive_criticism_and_improvement,rs_size_25,3,40.97151815501761,0.13427075519125667,0.09879171112305651
182,gemma:7b,self_consistency,rs_size_100,1,41.60803231929504,0.1475348957152654,0.2642943552855952
712,phi3:mini-128k,reverse_prompting,rs_size_100,1,41.60803231929504,1.419332936288559,1.8262471597360486
699,phi3:mini-128k,directional_stimuli,rs_size_150,1,41.60803231929504,3.9086949163310694,1.8262486713601316
167,gemma:7b,least_to_most,rs_size_50,1,41.60803231929504,0.2162758580391941,0.4090317771857537
188,gemma:7b,skeleton_of_thought,rs_size_25,1,41.60803231929505,0.08109295153947646,0.02322266986676147
709,phi3:mini-128k,rephrase_and_respond,rs_size_100,1,41.60803231929505,0.09723972384837883,0.03728821725637399
715,phi3:mini-128k,skeleton_of_thought,rs_size_5,1,41.608032319295525,0.6530584444612477,1.8252077450158313
697,phi3:mini-128k,chain_of_verification,rs_size_100,1,41.608032319295525,0.09665572990628124,0.038736883244417264
567,mistral:7b,self_consistency,rs_size_100,1,41.608032319295525,0.25637379556448664,0.7791748809159103
714,phi3:mini-128k,self_consistency,rs_size_10,1,41.60803231929557,0.08304310278762651,0.026821033084012624
659,phi3:medium-128k,chain_of_verification,rs_size_50,1,41.60803231929557,0.11575897306586112,0.05085601448756494
710,phi3:mini-128k,rephrase_and_respond,rs_size_150,1,41.60803231929557,0.11829423767720908,0.0816208372081828
705,phi3:mini-128k,recursive_criticism_and_improvement,rs_size_150,1,41.60803231929557,0.10295042794058737,0.04654726093539763
696,phi3:mini-128k,chain_of_verification,rs_size_10,1,41.60803231929557,0.08304310278762651,0.026821033084012624
679,phi3:medium-128k,rephrase_and_respond,rs_size_50,1,41.60803231929557,0.08486891006458401,0.028246757973019676
716,phi3:mini-128k,step_back_prompting,rs_size_150,1,41.608032319295575,0.09409765107347698,0.04021332837799019
704,phi3:mini-128k,least_to_most,rs_size_25,1,41.608032319295575,0.08152742223559777,0.022924242487865065
346,llama2:13b,emotion_prompt,rs_size_50,1,41.608032319295575,0.13496599944335605,0.135027739782426
519,mistral:7b,chain_of_thought,rs_size_25,1,41.608032319295575,0.08152742223559777,0.022924242487865065
518,mistral:7b,chain_of_thought,rs_size_150,1,41.608032319295575,0.5240645780437461,1.7982327338160253
159,gemma:7b,emotion_prompt,rs_size_50,1,41.608032319295575,2.8883735895875624,1.8262486713601316
707,phi3:mini-128k,recursive_criticism_and_improvement,rs_size_5,1,41.608032319295575,0.7504604567566426,1.8166621904033147
342,llama2:13b,directional_stimuli,rs_size_50,1,41.608032319295575,0.14258600415238015,0.1117889458915986
367,llama2:13b,self_consistency,rs_size_50,4,,0.16098589907829572,0.20800245937527007
573,mistral:7b,skeleton_of_thought,rs_size_150,26,,0.5497274722486597,1.671619629195559
576,mistral:7b,step_back_prompting,rs_size_100,4,,12.139743426836072,0.2926797425334705
